time_sn,ctrlong,ctrlatr,ax_m_s2,ay_m_s2,az_m_s2,p_rad_s,q_rad_s,r_rad_s,quat_e0,quat_ex,quat_ey,quat_ez,alpha_rad,beta_rad,tas_m_s,de_rad,dr_rad,da_rad,mass_kg,thrust_N,lat_rad,lon_rad,alt_m
0.34,1,1,-0.20286586023988,0.0244336848468066,-8.68651690619764,-0.00984157154409462,-0.0728288157852469,0.00134486301653451,0.999981055241463,-0.00328157706785175,0.00520162034101736,0.000297445210979001,0.0320223386338704,-0.00104086476960174,26.8571104512962,0.0641759162103915,0,-0.00668028729352772,10.4999890347203,4.86326319329043,0.785399600372703,-2.12930168762295,999.868136018247
0.36,1,1,-0.203322981828499,0.0256305904560554,-8.61004872156143,-0.00885351273961397,-0.0723894525896812,0.000746909775980663,0.999984263198671,-0.00337464304997501,0.00447363872016852,0.000310825512136133,0.0314334468358332,-0.0010979226467081,26.8518887474769,0.061409875404844,0,-0.0068799802215296,10.4999883821467,4.92231146408247,0.785399684689077,-2.12930168765652,999.856292907391
0.38,1,1,-0.203186042035393,0.0265809382589408,-8.54518387869663,-0.00802491572155638,-0.06986330800833,0.000100762986164136,0.999986908674626,-0.00345866159915792,0.00376084934722952,0.000317880861593047,0.0309276051047604,-0.00114234931682657,26.8469778068573,0.0586270183615207,0,-0.00706201704355636,10.4999877289992,4.97692289711183,0.785399768987846,-2.12930168769297,999.843971811963
0.4,1,1,-0.202169007749958,0.0272760204426742,-8.49479352202991,-0.00734845760789116,-0.065724792385987,-0.000579371385567922,0.99998896435261,-0.00353519603074598,0.00308175502735229,0.000318147803166454,0.0305320520572113,-0.00117351755356398,26.8423757558218,0.0558453153507114,0,-0.00722945679363972,10.4999870753237,5.02737833814829,0.785399853269821,-2.12930168773232,999.831147058124
0.42,1,1,-0.200110114996514,0.0277123894263818,-8.46043407164057,-0.00681454601696668,-0.0604450310116194,-0.00127976228799452,0.999990461783863,-0.00360572224580109,0.00245010966490306,0.000311314148684337,0.0302628810754742,-0.00119109610086801,26.8380787660677,0.0530844815110006,0,-0.00738519006625801,10.4999864211628,5.07394642847144,0.785399937535813,-2.12930168777458,999.817798700215
0.44,1,1,-0.19694982019557,0.0278914838792577,-8.44250993987979,-0.00641191541358596,-0.0544685915523212,-0.00198736950131535,0.999991469904708,-0.00367160925706955,0.0018750721414024,0.000297214081341394,0.0301262683806832,-0.00119503149821467,26.8340810261223,0.0503646367708279,0,-0.00753190318522183,10.4999857665556,5.11688413104198,0.785400021786637,-2.1293016878198,999.803913147024
0.46,1,1,-0.192709920425181,0.0278192193925924,-8.44046440754358,-0.00612811481414975,-0.0481959106056384,-0.00269002086658114,0.999992075640735,-0.00373410528966283,0.00136156439120596,0.000275820401195825,0.0301199776374895,-0.00118552724792352,26.8303748303084,0.0477051264040922,0,-0.00767205228773492,10.4999851115384,5.15643703287937,0.785400106023106,-2.12930168786806,999.789483329201
0.48,1,1,-0.187474853766388,0.0275055454621136,-8.45298378821313,-0.00594991216540365,-0.0419711834766219,-0.00337655502009697,0.999992368597687,-0.00379432845760583,0.000910777629165114,0.000247234431519232,0.0302350134877662,-0.00116302055541884,26.8269507672382,0.0451235148091769,0,-0.00780784527122488,10.4999844561443,5.19283946667856,0.785400190246031,-2.12930168791945,999.774508483642
0.5,1,1,-0.181375355854033,0.0269639725020888,-8.47820225958212,-0.00586363444047094,-0.0360752599365999,-0.00403693255357065,0.999992430570258,-0.00385326122685687,0.000520774216977595,0.000211674086988029,0.0304573137450651,-0.0011281569557875,26.8237979874545,0.0426347782810198,0,-0.00794123015324784,10.499983800404,5.22631449814792,0.785400274456215,-2.12930168797409,999.758993635942
0.52,1,1,-0.174574204900976,0.0262110748407607,-8.51389713839092,-0.00585545755009345,-0.0307229449059718,-0.0046623177589041,0.999992329637784,-0.00391174803727848,0.000187138005854572,0.000169460580086014,0.0307693892058309,-0.00108176323895983,26.8209045273814,0.0402507227492083,0,-0.00807388884512553,10.4999831443456,5.25707382862084,0.785400358654456,-2.12930168803213,999.742948862323
0.54,1,1,-0.167253657513399,0.0252659775257138,-8.55766676451121,-0.0059116562120742,-0.0260640200613112,-0.00524513273939364,0.999992118016577,-0.00397049558091714,-9.63675319340646e-05,0.000121004211611041,0.031151839719016,-0.00102481917411706,26.818257665293,0.03797964241284,0,-0.00820723565473122,10.4999824879949,5.28531766316964,0.785400442841532,-2.12930168809376,999.726388408657
0.56,1,1,-0.159604252589128,0.0241498360338721,-8.60708543352983,-0.00601882077633375,-0.0221872659346096,-0.00577908556688364,0.999991832578325,-0.00403007532909548,-0.000337167008459399,6.67896560022422e-05,0.0315846942808246,-0.000958428594955128,26.8158442851727,0.0358262191293191,0,-0.00834242003300059,10.4999818313758,5.31123459169619,0.785400527018209,-2.12930168815917,999.709329737346
0.58,1,1,-0.15181483147901,0.0228853185526329,-8.65983190676699,-0.00616404556084746,-0.0191267629988799,-0.00625917424128567,0.999991496949547,-0.00409092797168676,-0.000543293048345924,7.36111337782726e-06,0.0320485407825277,-0.000883790433428651,26.8136512262517,0.0337916446882226,0,-0.00848033318506789,10.4999811745099,5.33500152420276,0.785400611185226,-2.12930168822859,999.69179256371
